zip,service,tier,region
26731,Ground,DAS Extended,Contiguous U.S.
26734,Ground,DAS Extended,Contiguous U.S.
26739,Ground,DAS Extended,Contiguous U.S.
26743,Ground,DAS Extended,Contiguous U.S.
26750,Ground,DAS,Contiguous U.S.
26753,Ground,DAS,Contiguous U.S.
26755,Ground,DAS Extended,Contiguous U.S.
26757,Ground,DAS Extended,Contiguous U.S.
26761,Ground,DAS Extended,Contiguous U.S.
26763,Ground,DAS Extended,Contiguous U.S.
26764,Ground,DAS Extended,Contiguous U.S.
26767,Ground,DAS,Contiguous U.S.
26801,Ground,DAS Extended,Contiguous U.S.
26802,Ground,DAS Extended,Contiguous U.S.
26804,Ground,DAS Extended,Contiguous U.S.
26807,Ground,DAS Extended,Contiguous U.S.
26808,Ground,DAS Extended,Contiguous U.S.
26810,Ground,DAS Extended,Contiguous U.S.
26812,Ground,DAS Extended,Contiguous U.S.
26814,Ground,DAS Extended,Contiguous U.S.
26815,Ground,DAS Extended,Contiguous U.S.
26817,Ground,DAS Extended,Contiguous U.S.
26818,Ground,DAS Extended,Contiguous U.S.
26823,Ground,DAS Extended,Contiguous U.S.
26824,Ground,DAS Extended,Contiguous U.S.
26833,Ground,DAS Extended,Contiguous U.S.
26836,Ground,DAS Extended,Contiguous U.S.
26838,Ground,DAS Extended,Contiguous U.S.
26845,Ground,DAS Extended,Contiguous U.S.
26847,Ground,DAS,Contiguous U.S.
26851,Ground,DAS Extended,Contiguous U.S.
26852,Ground,DAS Extended,Contiguous U.S.
26855,Ground,DAS,Contiguous U.S.
26865,Ground,DAS Extended,Contiguous U.S.
26866,Ground,DAS Extended,Contiguous U.S.
26884,Ground,DAS Extended,Contiguous U.S.
26886,Ground,DAS Extended,Contiguous U.S.
27006,Ground,DAS,Contiguous U.S.
27007,Ground,DAS Extended,Contiguous U.S.
27009,Ground,DAS,Contiguous U.S.
27011,Ground,DAS Extended,Contiguous U.S.
27013,Ground,DAS Extended,Contiguous U.S.
27016,Ground,DAS Extended,Contiguous U.S.
27017,Ground,DAS Extended,Contiguous U.S.
27018,Ground,DAS,Contiguous U.S.
27019,Ground,DAS,Contiguous U.S.
27020,Ground,DAS Extended,Contiguous U.S.
27021,Ground,DAS,Contiguous U.S.
27022,Ground,DAS Extended,Contiguous U.S.
27024,Ground,DAS Extended,Contiguous U.S.
27025,Ground,DAS,Contiguous U.S.
27027,Ground,DAS Extended,Contiguous U.S.
27028,Ground,DAS,Contiguous U.S.
27030,Ground,DAS,Contiguous U.S.
27041,Ground,DAS,Contiguous U.S.
27042,Ground,DAS,Contiguous U.S.
27043,Ground,DAS,Contiguous U.S.
27045,Ground,DAS,Contiguous U.S.
27046,Ground,DAS Extended,Contiguous U.S.
27047,Ground,DAS Extended,Contiguous U.S.
27048,Ground,DAS Extended,Contiguous U.S.
27049,Ground,DAS,Contiguous U.S.
27050,Ground,DAS,Contiguous U.S.
27052,Ground,DAS Extended,Contiguous U.S.
27053,Ground,DAS Extended,Contiguous U.S.
27054,Ground,DAS Extended,Contiguous U.S.
27055,Ground,DAS,Contiguous U.S.
27099,Ground,DAS,Contiguous U.S.
27202,Ground,DAS,Contiguous U.S.
27205,Ground,DAS,Contiguous U.S.
27207,Ground,DAS Extended,Contiguous U.S.
27208,Ground,DAS Extended,Contiguous U.S.
27209,Ground,DAS,Contiguous U.S.
27212,Ground,DAS Extended,Contiguous U.S.
27213,Ground,DAS Extended,Contiguous U.S.
27214,Ground,DAS,Contiguous U.S.
27217,Ground,DAS,Contiguous U.S.
27228,Ground,DAS,Contiguous U.S.
27229,Ground,DAS Extended,Contiguous U.S.
27231,Ground,DAS Extended,Contiguous U.S.
27233,Ground,DAS,Contiguous U.S.
27239,Ground,DAS Extended,Contiguous U.S.
27242,Ground,DAS Extended,Contiguous U.S.
27243,Ground,DAS Extended,Contiguous U.S.
27244,Ground,DAS,Contiguous U.S.
27247,Ground,DAS Extended,Contiguous U.S.
27248,Ground,DAS,Contiguous U.S.
27249,Ground,DAS,Contiguous U.S.
27252,Ground,DAS Extended,Contiguous U.S.
27253,Ground,DAS,Contiguous U.S.
27256,Ground,DAS,Contiguous U.S.
27258,Ground,DAS,Contiguous U.S.
27259,Ground,DAS,Contiguous U.S.
27278,Ground,DAS,Contiguous U.S.
27281,Ground,DAS Extended,Contiguous U.S.
27283,Ground,DAS,Contiguous U.S.
27288,Ground,DAS,Contiguous U.S.
27289,Ground,DAS,Contiguous U.S.
27291,Ground,DAS Extended,Contiguous U.S.
27292,Ground,DAS,Contiguous U.S.
27293,Ground,DAS,Contiguous U.S.
27294,Ground,DAS,Contiguous U.S.
27295,Ground,DAS,Contiguous U.S.
27298,Ground,DAS,Contiguous U.S.
27299,Ground,DAS Extended,Contiguous U.S.
27305,Ground,DAS Extended,Contiguous U.S.
27306,Ground,DAS Extended,Contiguous U.S.
27311,Ground,DAS Extended,Contiguous U.S.
27312,Ground,DAS,Contiguous U.S.
27313,Ground,DAS,Contiguous U.S.
27314,Ground,DAS Extended,Contiguous U.S.
27315,Ground,DAS Extended,Contiguous U.S.
27316,Ground,DAS Extended,Contiguous U.S.
27317,Ground,DAS,Contiguous U.S.
27320,Ground,DAS,Contiguous U.S.
27321,Ground,DAS,Contiguous U.S.
27323,Ground,DAS,Contiguous U.S.
27325,Ground,DAS Extended,Contiguous U.S.
27330,Ground,DAS,Contiguous U.S.
27331,Ground,DAS,Contiguous U.S.
27341,Ground,DAS Extended,Contiguous U.S.
27343,Ground,DAS Extended,Contiguous U.S.
27344,Ground,DAS Extended,Contiguous U.S.
27349,Ground,DAS Extended,Contiguous U.S.
27350,Ground,DAS,Contiguous U.S.
27351,Ground,DAS,Contiguous U.S.
27355,Ground,DAS Extended,Contiguous U.S.
27356,Ground,DAS Extended,Contiguous U.S.
27357,Ground,DAS,Contiguous U.S.
27358,Ground,DAS,Contiguous U.S.
27359,Ground,DAS,Contiguous U.S.
27370,Ground,DAS,Contiguous U.S.
27371,Ground,DAS Extended,Contiguous U.S.
27375,Ground,DAS,Contiguous U.S.
27379,Ground,DAS Extended,Contiguous U.S.
27503,Ground,DAS,Contiguous U.S.
27504,Ground,DAS,Contiguous U.S.
27505,Ground,DAS Extended,Contiguous U.S.
27506,Ground,DAS Extended,Contiguous U.S.
27507,Ground,DAS Extended,Contiguous U.S.
27508,Ground,DAS,Contiguous U.S.
27521,Ground,DAS Extended,Contiguous U.S.
27522,Ground,DAS,Contiguous U.S.
27524,Ground,DAS Extended,Contiguous U.S.
27525,Ground,DAS,Contiguous U.S.
27527,Ground,DAS,Contiguous U.S.
27530,Ground,DAS,Contiguous U.S.
27533,Ground,DAS,Contiguous U.S.
27536,Ground,DAS,Contiguous U.S.
27537,Ground,DAS,Contiguous U.S.
27541,Ground,DAS Extended,Contiguous U.S.
27542,Ground,DAS,Contiguous U.S.
27544,Ground,DAS Extended,Contiguous U.S.
27546,Ground,DAS,Contiguous U.S.
27549,Ground,DAS Extended,Contiguous U.S.
27551,Ground,DAS Extended,Contiguous U.S.
27553,Ground,DAS Extended,Contiguous U.S.
27555,Ground,DAS,Contiguous U.S.
27556,Ground,DAS,Contiguous U.S.
27557,Ground,DAS Extended,Contiguous U.S.
27559,Ground,DAS Extended,Contiguous U.S.
27562,Ground,DAS,Contiguous U.S.
27563,Ground,DAS Extended,Contiguous U.S.
27565,Ground,DAS Extended,Contiguous U.S.
27568,Ground,DAS,Contiguous U.S.
27569,Ground,DAS Extended,Contiguous U.S.
27570,Ground,DAS Extended,Contiguous U.S.
27572,Ground,DAS Extended,Contiguous U.S.
27573,Ground,DAS,Contiguous U.S.
27574,Ground,DAS Extended,Contiguous U.S.
27576,Ground,DAS,Contiguous U.S.
27581,Ground,DAS,Contiguous U.S.
27582,Ground,DAS Extended,Contiguous U.S.
27583,Ground,DAS Extended,Contiguous U.S.
27584,Ground,DAS,Contiguous U.S.
27586,Ground,DAS,Contiguous U.S.
27589,Ground,DAS Extended,Contiguous U.S.
27591,Ground,DAS,Contiguous U.S.
27592,Ground,DAS,Contiguous U.S.
27593,Ground,DAS,Contiguous U.S.
27594,Ground,DAS,Contiguous U.S.
27596,Ground,DAS,Contiguous U.S.
27597,Ground,DAS,Contiguous U.S.
27801,Ground,DAS,Contiguous U.S.
27802,Ground,DAS,Contiguous U.S.
27803,Ground,DAS,Contiguous U.S.
27805,Ground,DAS Extended,Contiguous U.S.
27806,Ground,DAS Extended,Contiguous U.S.
27807,Ground,DAS,Contiguous U.S.
27808,Ground,DAS Extended,Contiguous U.S.
27809,Ground,DAS,Contiguous U.S.
27810,Ground,DAS Extended,Contiguous U.S.
27812,Ground,DAS Extended,Contiguous U.S.
27813,Ground,DAS,Contiguous U.S.
27814,Ground,DAS Extended,Contiguous U.S.
27816,Ground,DAS Extended,Contiguous U.S.
27817,Ground,DAS Extended,Contiguous U.S.
27818,Ground,DAS Extended,Contiguous U.S.
27819,Ground,DAS,Contiguous U.S.
27820,Ground,DAS Extended,Contiguous U.S.
27821,Ground,DAS Extended,Contiguous U.S.
27822,Ground,DAS Extended,Contiguous U.S.
27823,Ground,DAS,Contiguous U.S.
27824,Ground,DAS Extended,Contiguous U.S.
27825,Ground,DAS,Contiguous U.S.
27826,Ground,DAS Extended,Contiguous U.S.
27828,Ground,DAS,Contiguous U.S.
27829,Ground,DAS Extended,Contiguous U.S.
27830,Ground,DAS Extended,Contiguous U.S.
27831,Ground,DAS Extended,Contiguous U.S.
27832,Ground,DAS Extended,Contiguous U.S.
27837,Ground,DAS,Contiguous U.S.
27839,Ground,DAS Extended,Contiguous U.S.
27840,Ground,DAS Extended,Contiguous U.S.
27841,Ground,DAS,Contiguous U.S.
27842,Ground,DAS Extended,Contiguous U.S.
27843,Ground,DAS Extended,Contiguous U.S.
27844,Ground,DAS Extended,Contiguous U.S.
27845,Ground,DAS Extended,Contiguous U.S.
27846,Ground,DAS Extended,Contiguous U.S.
27847,Ground,DAS Extended,Contiguous U.S.
27849,Ground,DAS Extended,Contiguous U.S.
27850,Ground,DAS Extended,Contiguous U.S.
27851,Ground,DAS Extended,Contiguous U.S.
27852,Ground,DAS Extended,Contiguous U.S.
27853,Ground,DAS Extended,Contiguous U.S.
27855,Ground,DAS,Contiguous U.S.
27856,Ground,DAS,Contiguous U.S.
27857,Ground,DAS Extended,Contiguous U.S.
27860,Ground,DAS Extended,Contiguous U.S.
27861,Ground,DAS Extended,Contiguous U.S.
27862,Ground,DAS Extended,Contiguous U.S.
27863,Ground,DAS,Contiguous U.S.
27864,Ground,DAS,Contiguous U.S.
27865,Ground,DAS Extended,Contiguous U.S.
27866,Ground,DAS Extended,Contiguous U.S.
27867,Ground,DAS,Contiguous U.S.
27868,Ground,DAS,Contiguous U.S.
27869,Ground,DAS Extended,Contiguous U.S.
27870,Ground,DAS,Contiguous U.S.
27871,Ground,DAS Extended,Contiguous U.S.
27872,Ground,DAS Extended,Contiguous U.S.
27873,Ground,DAS Extended,Contiguous U.S.
27874,Ground,DAS Extended,Contiguous U.S.
27875,Ground,DAS Extended,Contiguous U.S.
27876,Ground,DAS Extended,Contiguous U.S.
27877,Ground,DAS Extended,Contiguous U.S.
27878,Ground,DAS Extended,Contiguous U.S.
27880,Ground,DAS,Contiguous U.S.
27881,Ground,DAS,Contiguous U.S.
27882,Ground,DAS Extended,Contiguous U.S.
27883,Ground,DAS Extended,Contiguous U.S.
27884,Ground,DAS Extended,Contiguous U.S.
27885,Ground,DAS Extended,Contiguous U.S.
27886,Ground,DAS,Contiguous U.S.
27887,Ground,DAS Extended,Contiguous U.S.
27888,Ground,DAS Extended,Contiguous U.S.
27889,Ground,DAS,Contiguous U.S.
27890,Ground,DAS Extended,Contiguous U.S.
27891,Ground,DAS,Contiguous U.S.
27892,Ground,DAS,Contiguous U.S.
27897,Ground,DAS Extended,Contiguous U.S.
27906,Ground,DAS,Contiguous U.S.
27909,Ground,DAS,Contiguous U.S.
27910,Ground,DAS,Contiguous U.S.
27915,Ground,DAS Extended,Contiguous U.S.
27916,Ground,DAS,Contiguous U.S.
27917,Ground,DAS,Contiguous U.S.
27919,Ground,DAS Extended,Contiguous U.S.
27920,Ground,DAS Extended,Contiguous U.S.
27921,Ground,DAS Extended,Contiguous U.S.
27922,Ground,DAS Extended,Contiguous U.S.
27923,Ground,DAS Extended,Contiguous U.S.
27924,Ground,DAS Extended,Contiguous U.S.
27925,Ground,DAS Extended,Contiguous U.S.
27926,Ground,DAS Extended,Contiguous U.S.
27927,Ground,DAS Extended,Contiguous U.S.
27928,Ground,DAS Extended,Contiguous U.S.
27929,Ground,DAS,Contiguous U.S.
27930,Ground,DAS,Contiguous U.S.
27932,Ground,DAS,Contiguous U.S.
27935,Ground,DAS Extended,Contiguous U.S.
27936,Ground,DAS Extended,Contiguous U.S.
27937,Ground,DAS Extended,Contiguous U.S.
27938,Ground,DAS Extended,Contiguous U.S.
27939,Ground,DAS,Contiguous U.S.
27941,Ground,DAS,Contiguous U.S.
27942,Ground,DAS Extended,Contiguous U.S.
27943,Ground,DAS Extended,Contiguous U.S.
27944,Ground,DAS,Contiguous U.S.
27946,Ground,DAS Extended,Contiguous U.S.
27947,Ground,DAS,Contiguous U.S.
27948,Ground,DAS,Contiguous U.S.
27949,Ground,DAS Extended,Contiguous U.S.
27950,Ground,DAS Extended,Contiguous U.S.
27953,Ground,DAS Extended,Contiguous U.S.
27954,Ground,DAS Extended,Contiguous U.S.
27956,Ground,DAS Extended,Contiguous U.S.
27957,Ground,DAS Extended,Contiguous U.S.
27958,Ground,DAS,Contiguous U.S.
27959,Ground,DAS Extended,Contiguous U.S.
27960,Ground,DAS Extended,Contiguous U.S.
27962,Ground,DAS Extended,Contiguous U.S.
27964,Ground,DAS,Contiguous U.S.
27965,Ground,DAS Extended,Contiguous U.S.
27966,Ground,DAS,Contiguous U.S.
27967,Ground,DAS Extended,Contiguous U.S.
27968,Ground,DAS Extended,Contiguous U.S.
27969,Ground,DAS Extended,Contiguous U.S.
27970,Ground,DAS Extended,Contiguous U.S.
27972,Ground,DAS Extended,Contiguous U.S.
27973,Ground,DAS Extended,Contiguous U.S.
27974,Ground,DAS Extended,Contiguous U.S.
27976,Ground,DAS Extended,Contiguous U.S.
27978,Ground,DAS Extended,Contiguous U.S.
27979,Ground,DAS Extended,Contiguous U.S.
27980,Ground,DAS Extended,Contiguous U.S.
27981,Ground,DAS,Contiguous U.S.
27982,Ground,DAS,Contiguous U.S.
27983,Ground,DAS Extended,Contiguous U.S.
27985,Ground,DAS Extended,Contiguous U.S.
27986,Ground,DAS,Contiguous U.S.
28001,Ground,DAS,Contiguous U.S.
28002,Ground,DAS,Contiguous U.S.
28006,Ground,DAS Extended,Contiguous U.S.
28007,Ground,DAS Extended,Contiguous U.S.
28009,Ground,DAS,Contiguous U.S.
28010,Ground,DAS Extended,Contiguous U.S.
28016,Ground,DAS,Contiguous U.S.
28017,Ground,DAS,Contiguous U.S.
28018,Ground,DAS Extended,Contiguous U.S.
28020,Ground,DAS Extended,Contiguous U.S.
28021,Ground,DAS,Contiguous U.S.
28023,Ground,DAS,Contiguous U.S.
28024,Ground,DAS,Contiguous U.S.
28033,Ground,DAS,Contiguous U.S.
28034,Ground,DAS,Contiguous U.S.
28039,Ground,DAS,Contiguous U.S.
28040,Ground,DAS,Contiguous U.S.
28042,Ground,DAS Extended,Contiguous U.S.
28043,Ground,DAS,Contiguous U.S.
28071,Ground,DAS Extended,Contiguous U.S.
28073,Ground,DAS,Contiguous U.S.
28074,Ground,DAS Extended,Contiguous U.S.
28077,Ground,DAS,Contiguous U.S.
28086,Ground,DAS,Contiguous U.S.
28090,Ground,DAS Extended,Contiguous U.S.
28091,Ground,DAS Extended,Contiguous U.S.
28092,Ground,DAS,Contiguous U.S.
28097,Ground,DAS,Contiguous U.S.
28102,Ground,DAS Extended,Contiguous U.S.
28103,Ground,DAS Extended,Contiguous U.S.
28107,Ground,DAS,Contiguous U.S.
28108,Ground,DAS,Contiguous U.S.
28109,Ground,DAS Extended,Contiguous U.S.
28111,Ground,DAS,Contiguous U.S.
28112,Ground,DAS,Contiguous U.S.
28114,Ground,DAS Extended,Contiguous U.S.
28115,Ground,DAS,Contiguous U.S.
28119,Ground,DAS Extended,Contiguous U.S.
28123,Ground,DAS,Contiguous U.S.
28125,Ground,DAS Extended,Contiguous U.S.
28127,Ground,DAS Extended,Contiguous U.S.
28128,Ground,DAS Extended,Contiguous U.S.
28129,Ground,DAS Extended,Contiguous U.S.
28133,Ground,DAS Extended,Contiguous U.S.
28135,Ground,DAS Extended,Contiguous U.S.
28137,Ground,DAS Extended,Contiguous U.S.
28138,Ground,DAS,Contiguous U.S.
28139,Ground,DAS Extended,Contiguous U.S.
28150,Ground,DAS,Contiguous U.S.
28151,Ground,DAS,Contiguous U.S.
28152,Ground,DAS,Contiguous U.S.
28160,Ground,DAS,Contiguous U.S.
28163,Ground,DAS Extended,Contiguous U.S.
28164,Ground,DAS,Contiguous U.S.
28166,Ground,DAS,Contiguous U.S.
28167,Ground,DAS Extended,Contiguous U.S.
28168,Ground,DAS Extended,Contiguous U.S.
28169,Ground,DAS,Contiguous U.S.
28170,Ground,DAS Extended,Contiguous U.S.
28174,Ground,DAS,Contiguous U.S.
28312,Ground,DAS,Contiguous U.S.
28315,Ground,DAS Extended,Contiguous U.S.
28318,Ground,DAS Extended,Contiguous U.S.
28319,Ground,DAS Extended,Contiguous U.S.
28320,Ground,DAS Extended,Contiguous U.S.
28323,Ground,DAS Extended,Contiguous U.S.
28325,Ground,DAS Extended,Contiguous U.S.
28326,Ground,DAS,Contiguous U.S.
28327,Ground,DAS,Contiguous U.S.
28328,Ground,DAS,Contiguous U.S.
28329,Ground,DAS,Contiguous U.S.
28330,Ground,DAS,Contiguous U.S.
28332,Ground,DAS Extended,Contiguous U.S.
28333,Ground,DAS,Contiguous U.S.
28334,Ground,DAS,Contiguous U.S.
28335,Ground,DAS,Contiguous U.S.
28337,Ground,DAS Extended,Contiguous U.S.
28338,Ground,DAS Extended,Contiguous U.S.
28339,Ground,DAS,Contiguous U.S.
28340,Ground,DAS Extended,Contiguous U.S.
28341,Ground,DAS Extended,Contiguous U.S.
28342,Ground,DAS Extended,Contiguous U.S.
28343,Ground,DAS,Contiguous U.S.
28344,Ground,DAS Extended,Contiguous U.S.
28345,Ground,DAS,Contiguous U.S.
28347,Ground,DAS Extended,Contiguous U.S.
28349,Ground,DAS,Contiguous U.S.
28350,Ground,DAS Extended,Contiguous U.S.
28351,Ground,DAS Extended,Contiguous U.S.
28352,Ground,DAS,Contiguous U.S.
28355,Ground,DAS,Contiguous U.S.
28356,Ground,DAS,Contiguous U.S.
28357,Ground,DAS,Contiguous U.S.
28360,Ground,DAS,Contiguous U.S.
28361,Ground,DAS Extended,Contiguous U.S.
28362,Ground,DAS Extended,Contiguous U.S.
28363,Ground,DAS Extended,Contiguous U.S.
28364,Ground,DAS,Contiguous U.S.
28365,Ground,DAS Extended,Contiguous U.S.
28366,Ground,DAS Extended,Contiguous U.S.
28367,Ground,DAS Extended,Contiguous U.S.
28368,Ground,DAS,Contiguous U.S.
28369,Ground,DAS Extended,Contiguous U.S.
28371,Ground,DAS,Contiguous U.S.
28372,Ground,DAS,Contiguous U.S.
28373,Ground,DAS,Contiguous U.S.
28375,Ground,DAS,Contiguous U.S.
28376,Ground,DAS,Contiguous U.S.
28377,Ground,DAS Extended,Contiguous U.S.
28379,Ground,DAS,Contiguous U.S.
28380,Ground,DAS,Contiguous U.S.
28382,Ground,DAS Extended,Contiguous U.S.
28383,Ground,DAS Extended,Contiguous U.S.
28384,Ground,DAS,Contiguous U.S.
28385,Ground,DAS Extended,Contiguous U.S.
28386,Ground,DAS Extended,Contiguous U.S.
28391,Ground,DAS,Contiguous U.S.
28392,Ground,DAS,Contiguous U.S.
28393,Ground,DAS Extended,Contiguous U.S.
28394,Ground,DAS,Contiguous U.S.
28395,Ground,DAS Extended,Contiguous U.S.
28396,Ground,DAS Extended,Contiguous U.S.
28398,Ground,DAS Extended,Contiguous U.S.
28399,Ground,DAS Extended,Contiguous U.S.
28403,Ground,DAS,Contiguous U.S.
28409,Ground,DAS,Contiguous U.S.
28420,Ground,DAS Extended,Contiguous U.S.
28421,Ground,DAS Extended,Contiguous U.S.
28422,Ground,DAS,Contiguous U.S.
28423,Ground,DAS Extended,Contiguous U.S.
28424,Ground,DAS Extended,Contiguous U.S.
28425,Ground,DAS,Contiguous U.S.
28428,Ground,DAS,Contiguous U.S.
28429,Ground,DAS,Contiguous U.S.
28430,Ground,DAS Extended,Contiguous U.S.
28431,Ground,DAS Extended,Contiguous U.S.
28432,Ground,DAS Extended,Contiguous U.S.
28433,Ground,DAS Extended,Contiguous U.S.
28434,Ground,DAS Extended,Contiguous U.S.
28435,Ground,DAS Extended,Contiguous U.S.
28436,Ground,DAS Extended,Contiguous U.S.
28438,Ground,DAS Extended,Contiguous U.S.
28439,Ground,DAS Extended,Contiguous U.S.
28441,Ground,DAS Extended,Contiguous U.S.
28442,Ground,DAS Extended,Contiguous U.S.
28443,Ground,DAS,Contiguous U.S.
28444,Ground,DAS Extended,Contiguous U.S.
28445,Ground,DAS,Contiguous U.S.
28447,Ground,DAS Extended,Contiguous U.S.
28448,Ground,DAS Extended,Contiguous U.S.
28450,Ground,DAS Extended,Contiguous U.S.
28451,Ground,DAS,Contiguous U.S.
28452,Ground,DAS Extended,Contiguous U.S.
28453,Ground,DAS Extended,Contiguous U.S.
28454,Ground,DAS Extended,Contiguous U.S.
28455,Ground,DAS Extended,Contiguous U.S.
28456,Ground,DAS Extended,Contiguous U.S.
28457,Ground,DAS,Contiguous U.S.
28458,Ground,DAS Extended,Contiguous U.S.
28459,Ground,DAS Extended,Contiguous U.S.
28460,Ground,DAS,Contiguous U.S.
28461,Ground,DAS Extended,Contiguous U.S.
28462,Ground,DAS Extended,Contiguous U.S.
28463,Ground,DAS Extended,Contiguous U.S.
28464,Ground,DAS Extended,Contiguous U.S.
28465,Ground,DAS,Contiguous U.S.
28466,Ground,DAS Extended,Contiguous U.S.
28467,Ground,DAS,Contiguous U.S.
28468,Ground,DAS Extended,Contiguous U.S.
28469,Ground,DAS Extended,Contiguous U.S.
28470,Ground,DAS Extended,Contiguous U.S.
28472,Ground,DAS,Contiguous U.S.
28478,Ground,DAS Extended,Contiguous U.S.
28479,Ground,DAS,Contiguous U.S.
28501,Ground,DAS Extended,Contiguous U.S.
28502,Ground,DAS,Contiguous U.S.
28503,Ground,DAS,Contiguous U.S.
28504,Ground,DAS Extended,Contiguous U.S.
28508,Ground,DAS Extended,Contiguous U.S.
28509,Ground,DAS Extended,Contiguous U.S.
28510,Ground,DAS Extended,Contiguous U.S.
28511,Ground,DAS Extended,Contiguous U.S.
28512,Ground,DAS Extended,Contiguous U.S.
28513,Ground,DAS,Contiguous U.S.
28515,Ground,DAS Extended,Contiguous U.S.
28516,Ground,DAS Extended,Contiguous U.S.
28518,Ground,DAS Extended,Contiguous U.S.
28519,Ground,DAS,Contiguous U.S.
28520,Ground,DAS Extended,Contiguous U.S.
28521,Ground,DAS Extended,Contiguous U.S.
28522,Ground,DAS,Contiguous U.S.
28523,Ground,DAS Extended,Contiguous U.S.
28524,Ground,DAS Extended,Contiguous U.S.
28525,Ground,DAS Extended,Contiguous U.S.
28526,Ground,DAS Extended,Contiguous U.S.
28527,Ground,DAS Extended,Contiguous U.S.
28528,Ground,DAS Extended,Contiguous U.S.
28529,Ground,DAS,Contiguous U.S.
28530,Ground,DAS,Contiguous U.S.
28531,Ground,DAS Extended,Contiguous U.S.
28532,Ground,DAS,Contiguous U.S.
28533,Ground,DAS,Contiguous U.S.
28537,Ground,DAS Extended,Contiguous U.S.
28538,Ground,DAS Extended,Contiguous U.S.
28539,Ground,DAS Extended,Contiguous U.S.
28540,Ground,DAS,Contiguous U.S.
28544,Ground,DAS,Contiguous U.S.
28545,Ground,DAS,Contiguous U.S.
28547,Ground,DAS,Contiguous U.S.
28551,Ground,DAS,Contiguous U.S.
28552,Ground,DAS Extended,Contiguous U.S.
28553,Ground,DAS Extended,Contiguous U.S.
28554,Ground,DAS Extended,Contiguous U.S.
28555,Ground,DAS Extended,Contiguous U.S.
28556,Ground,DAS Extended,Contiguous U.S.
28557,Ground,DAS Extended,Contiguous U.S.
28560,Ground,DAS,Contiguous U.S.
28562,Ground,DAS,Contiguous U.S.
28570,Ground,DAS Extended,Contiguous U.S.
28571,Ground,DAS Extended,Contiguous U.S.
28572,Ground,DAS Extended,Contiguous U.S.
28573,Ground,DAS Extended,Contiguous U.S.
28574,Ground,DAS Extended,Contiguous U.S.
28577,Ground,DAS,Contiguous U.S.
28578,Ground,DAS Extended,Contiguous U.S.
28579,Ground,DAS Extended,Contiguous U.S.
28580,Ground,DAS Extended,Contiguous U.S.
28581,Ground,DAS Extended,Contiguous U.S.
